Sender ID,Date,Message,Sentiment,Compound_Sentiment,Channel Name,Affiliated Channel
-1001323386230,2025-05-15 20:05:18+00:00,"Breachforums Boss to Pay $700k in Healthcare Breach
https://ift.tt/jNWqQvY","{'neg': 0.478, 'neu': 0.522, 'pos': 0.0, 'compound': -0.7506}",-0.7506,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 19:34:16+00:00,"Attackers Target Samsung MagicINFO Server Bug, Patch Now
https://ift.tt/w8J9RVl","{'neg': 0.27, 'neu': 0.511, 'pos': 0.219, 'compound': -0.1779}",-0.1779,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 19:29:52+00:00,"FBI warns of fake texts, deepfake calls impersonating senior U.S. officials
https://ift.tt/kczxLHj","{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 19:24:53+00:00,"Government webmail hacked via XSS bugs in global spy campaign
https://ift.tt/rtLf8S1","{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 19:19:25+00:00,"Xoxo to Prague
https://ift.tt/LZkozh0","{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6124}",0.6124,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 18:49:39+00:00,"Coinbase disclosed a data breach after an extortion attempt
https://ift.tt/ptYnjcB","{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.7184}",-0.7184,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 18:39:07+00:00,"CISA Adds Three Known Exploited Vulnerabilities to Catalog
https://ift.tt/ebBRVlj","{'neg': 0.397, 'neu': 0.603, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 18:24:31+00:00,"FBI: US officials targeted in voice deepfake attacks since April
https://ift.tt/OxQuRoY","{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 17:39:22+00:00,"SAP cyberattack widens, drawing Salt Typhoon and Volt Typhoon comparisons
https://ift.tt/LVujxhb","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 17:14:46+00:00,"Meta to Train AI on E.U. User Data From May 27 Without Consent; Noyb Threatens Lawsuit
https://ift.tt/Mks7Fbp","{'neg': 0.176, 'neu': 0.641, 'pos': 0.183, 'compound': 0.0351}",0.0351,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 17:14:45+00:00,"Critical SAP NetWeaver Vuln Faces Barrage of Cyberattacks
https://ift.tt/KO9hrPL","{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 16:54:33+00:00,"CISA Releases Twenty-Two Industrial Control Systems Advisories
https://ift.tt/fzDlNw0","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 16:46:18+00:00,"Nova Scotia Power confirms hackers stole customer data in cyberattack
https://ift.tt/yHwnjum","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 16:46:18+00:00,"Multiple Vulnerabilities in Ivanti Endpoint Manager Mobile Could Allow for Remote Code Execution
https://ift.tt/mcG1E5h","{'neg': 0.103, 'neu': 0.774, 'pos': 0.123, 'compound': 0.0772}",0.0772,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 16:29:18+00:00,"Fileless Execution: PowerShell Based Shellcode Loader Executes Remcos RAT
https://ift.tt/ALqfhgv","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 16:19:28+00:00,"​​How the Microsoft Secure Future Initiative brings Zero Trust to life
https://ift.tt/b1TyS0j","{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.8074}",0.8074,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 16:14:26+00:00,"North Korea’s ‘state-run syndicate’ looks at cyber operations as a survival mechanism
https://ift.tt/vN1KWjJ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 15:54:48+00:00,"Windows 11 and Red Hat Linux hacked on first day of Pwn2Own
https://ift.tt/nVlpE4d","{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 15:24:22+00:00,"New Tor Oniux tool anonymizes any Linux app's network traffic
https://ift.tt/5wFy8AL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 15:24:21+00:00,"Coinbase Rejects $20M Ransom After Rogue Contractors Bribed to Leak Customer Data
https://ift.tt/lmH0Wnk","{'neg': 0.337, 'neu': 0.663, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 15:04:40+00:00,"Coinbase Agents Bribed, Data of ~1% Users Leaked; $20M Extortion Attempt Fails
https://ift.tt/RU0t1Zq","{'neg': 0.317, 'neu': 0.683, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 13:54:14+00:00,"RSAC 2025: AI Everywhere, Trust Nowhere
https://ift.tt/kyi87Y2","{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}",0.5106,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 13:54:13+00:00,"RealDefense Partner Program Surpasses $100M in Annual Revenue
https://ift.tt/fEbAPa2","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 13:54:12+00:00,"Malicious NPM package uses Unicode steganography to evade detection
https://ift.tt/j6dCDPn","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 13:36:44+00:00,"Malicious npm package using steganography downloaded by hundreds
https://ift.tt/13TPUwa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 13:36:43+00:00,"Coinbase data breach exposes customer info and government IDs
https://ift.tt/E7KXWGy","{'neg': 0.448, 'neu': 0.552, 'pos': 0.0, 'compound': -0.7579}",-0.7579,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 13:14:13+00:00,"Threat landscape for industrial automation systems in Q1 2025
https://ift.tt/lNeGnk7","{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4588}",-0.4588,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 13:14:12+00:00,"Critical Infrastructure Under Siege: OT Security Still Lags
https://ift.tt/zAdfauw","{'neg': 0.375, 'neu': 0.469, 'pos': 0.156, 'compound': -0.4215}",-0.4215,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 13:04:41+00:00,"Using a Calculator to Take Guesswork Out of Measuring Cyber Risk
https://ift.tt/wKBMpWo","{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 12:44:25+00:00,"Production at Steelmaker Nucor Disrupted by Cyberattack
https://ift.tt/FPXjWtZ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 12:14:18+00:00,"Proofpoint to Acquire Hornetsecurity in Reported $1 Billion Deal
https://ift.tt/dPDbw7g","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 12:05:02+00:00,"Who needs VC funding? How cybercriminals spread their ill-gotten gains to everyday business ventures
https://ift.tt/RhY7HjC","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.34}",0.34,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 11:44:29+00:00,"Pen Testing for Compliance Only? It's Time to Change Your Approach
https://ift.tt/Sm6jXby","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 11:24:41+00:00,"Chinese Hackers Hit Drone Sector in Supply Chain Attacks
https://ift.tt/P74DvdR","{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 11:09:38+00:00,"AI-Generated Law
https://ift.tt/eSlCtkP","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 10:49:23+00:00,"Ransomware Groups, Chinese APTs Exploit Recent SAP NetWeaver Flaws
https://ift.tt/otpT9h1","{'neg': 0.529, 'neu': 0.471, 'pos': 0.0, 'compound': -0.875}",-0.875,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 10:44:44+00:00,"5 BCDR Essentials for Effective Ransomware Defense
https://ift.tt/iUQ1MoP","{'neg': 0.331, 'neu': 0.265, 'pos': 0.404, 'compound': 0.0258}",0.0258,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 10:44:44+00:00,"Russia-Linked APT28 Exploited MDaemon Zero-Day to Hack Government Webmail Servers
https://ift.tt/Y8XEgzc","{'neg': 0.579, 'neu': 0.421, 'pos': 0.0, 'compound': -0.9001}",-0.9001,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 10:44:43+00:00,"Malicious npm Package Leverages Unicode Steganography, Google Calendar as C2 Dropper
https://ift.tt/L79NDR1","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 09:49:35+00:00,"U.S. CISA adds a Fortinet flaw to its Known Exploited Vulnerabilities catalog
https://ift.tt/vZA5akR","{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 09:44:27+00:00,"Canadian Electric Utility Lists Customer Information Stolen by Hackers
https://ift.tt/ydaKCVx","{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 09:14:32+00:00,"Fancy Bear campaign sought emails of high-level Ukrainians and their military suppliers
https://ift.tt/0DFW6R5","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 08:59:18+00:00,"Australian Human Rights Commission Discloses Data Breach
https://ift.tt/yNfCpn3","{'neg': 0.417, 'neu': 0.583, 'pos': 0.0, 'compound': -0.7184}",-0.7184,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 08:49:46+00:00,"Compliance Fatigue Is Real—And It’s Putting Cybersecurity at Risk
https://ift.tt/0ePkRgW","{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 08:49:45+00:00,"Kosovo authorities extradited admin of the cybercrime marketplace BlackDB.cc
https://ift.tt/TNfk65O","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 08:34:13+00:00,"Chrome 136 Update Patches Vulnerability With ‘Exploit in the Wild’
https://ift.tt/CUv91dN","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",0.4588,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 08:29:18+00:00,"Google fixes high severity Chrome flaw with public exploit
https://ift.tt/4JO6yMq","{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.6124}",-0.6124,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 06:44:18+00:00,"New Chrome Vulnerability Enables Cross-Origin Data Leak via Loader Referrer Policy
https://ift.tt/dFxILQ3","{'neg': 0.156, 'neu': 0.649, 'pos': 0.195, 'compound': 0.1531}",0.1531,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 03:09:24+00:00,"Pgpool-II vulnerable to authentication bypass by primary weakness
https://ift.tt/JhnXErz","{'neg': 0.343, 'neu': 0.438, 'pos': 0.219, 'compound': -0.1779}",-0.1779,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 02:44:46+00:00,"ISC Stormcast For Thursday, May 15th, 2025 https://ift.tt/ty5AvuJ, (Thu, May 15th)
https://ift.tt/UyopWA8","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 02:44:45+00:00,"Web Scanning SonicWall for CVE-2021-20016 - Update, (Wed, May 14th)
https://ift.tt/q8Ta2sv","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-15 00:34:27+00:00,"Smashing Security podcast #417: Hello, Pervert! – Sextortion scams and Discord disasters
https://ift.tt/3kSxebY","{'neg': 0.603, 'neu': 0.308, 'pos': 0.088, 'compound': -0.9134}",-0.9134,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 22:09:07+00:00,"Google to pay $1.38 billion over privacy violations
https://ift.tt/3bSQZ1f","{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 21:44:12+00:00,"Infosec Layoffs Aren't the Bargain that Boards May Think
https://ift.tt/3hOLZvB","{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.1511}",-0.1511,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 21:39:31+00:00,"Google to pay $1.38 billion over privacy violations
https://ift.tt/3bSQZ1f","{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 21:39:30+00:00,"Android users bombarded with unskippable ads
https://ift.tt/wRCuZNX","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 21:29:25+00:00,"AI Agents May Have a Memory Problem
https://ift.tt/6Vzjg3M","{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 20:49:26+00:00,"U.S. CISA adds Microsoft Windows flaws to its Known Exploited Vulnerabilities catalog
https://ift.tt/pEUMuyl","{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 20:44:08+00:00,"Ivanti EPMM Zero-Day Flaws Exploited in Chained Attack
https://ift.tt/LgeEKpA","{'neg': 0.647, 'neu': 0.353, 'pos': 0.0, 'compound': -0.9001}",-0.9001,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 20:44:07+00:00,"CFPB to withdraw rule targeting data brokers
https://ift.tt/h4HmB7x","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 20:29:39+00:00,"Google Chrome to block admin-level browser launches for better security
https://ift.tt/a90qE7n","{'neg': 0.184, 'neu': 0.506, 'pos': 0.31, 'compound': 0.25}",0.25,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 19:44:40+00:00,"Hackers behind UK retail attacks now targeting US companies
https://ift.tt/dWJtwF4","{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 18:59:38+00:00,"CISA Adds One Known Exploited Vulnerability to Catalog
https://ift.tt/AhHbefG","{'neg': 0.231, 'neu': 0.538, 'pos': 0.231, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 18:49:54+00:00,"Ivanti fixed two EPMM flaws exploited in limited attacks
https://ift.tt/0qRFXSo","{'neg': 0.527, 'neu': 0.473, 'pos': 0.0, 'compound': -0.7783}",-0.7783,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 18:44:46+00:00,"DHS won’t tell Congress how many people it’s cut from CISA
https://ift.tt/BVkixzY","{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 18:19:20+00:00,"Google Ships Android ‘Advanced Protection’ Mode to Thwart Surveillance Spyware
https://ift.tt/akLGAM3","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 18:09:36+00:00,"Samsung Patches CVE-2025-4632 Used to Deploy Mirai Botnet via MagicINFO 9 Exploit
https://ift.tt/cgDwhsi","{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.6124}",-0.6124,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 18:09:35+00:00,"BianLian and RansomExx Exploit SAP NetWeaver Flaw to Deploy PipeMagic Trojan
https://ift.tt/giKhtn8","{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.6124}",-0.6124,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 17:49:21+00:00,"Ransomware gangs join ongoing SAP NetWeaver attacks
https://ift.tt/mSxzOXV","{'neg': 0.523, 'neu': 0.331, 'pos': 0.146, 'compound': -0.7717}",-0.7717,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 16:49:43+00:00,"Xinbi Telegram Market Tied to $8.4B in Crypto Crime, Romance Scams, North Korea Laundering
https://ift.tt/2fztBaE","{'neg': 0.319, 'neu': 0.524, 'pos': 0.157, 'compound': -0.5719}",-0.5719,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 16:34:51+00:00,"Australian Human Rights Commission leaks docs to search engines
https://ift.tt/XZQ1Ufb","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 16:09:28+00:00,"Upcoming Speaking Engagements
https://ift.tt/gXE7yGt","{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.1531}",0.1531,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 14:54:17+00:00,"Microsoft fixes Linux boot issues on dual-boot Windows systems
https://ift.tt/JZobAjh","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 14:49:33+00:00,"Is AI Use in the Workplace Out of Control?
https://ift.tt/bdsz8rB","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 14:44:44+00:00,"Steel giant Nucor Corporation facing disruptions after cyberattack
https://ift.tt/1WYTKHi","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",-0.34,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 14:44:43+00:00,"Focused Phishing: Attack Targets Victims With Trusted Sites and Live Validation
https://ift.tt/WvI36gM","{'neg': 0.423, 'neu': 0.318, 'pos': 0.259, 'compound': -0.5574}",-0.5574,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 14:44:42+00:00,"Marks & Spencer Confirms Customer Data Stolen in Cyberattack
https://ift.tt/Gzal9sB","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 14:34:12+00:00,"Chipmaker Patch Tuesday: Intel, AMD, Arm Respond to New CPU Attacks
https://ift.tt/O7HJc8Z","{'neg': 0.182, 'neu': 0.629, 'pos': 0.189, 'compound': 0.0258}",0.0258,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 14:19:53+00:00,"Congress Should Tackle Cyber Threats, Not Competition
https://ift.tt/MZRAVjr","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 14:19:52+00:00,"CTM360 Identifies Surge in Phishing Attacks Targeting Meta Business Users
https://ift.tt/taPHLJG","{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.7845}",-0.7845,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 13:54:31+00:00,"How to Stay Compliant with the New HIPAA Security Rule Updates
https://ift.tt/qCMTQwp","{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.25}",0.25,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 13:39:06+00:00,"Fashion giant Dior discloses cyberattack, warns of data breach
https://ift.tt/hiKfWLV","{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.7506}",-0.7506,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 13:29:28+00:00,"Kosovo extradites BlackDB admin to face US cybercrime charges
https://ift.tt/0JoirFk","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 13:24:18+00:00,"Orca Security Gets AI-Powered Remediation From Opus Deal
https://ift.tt/84XuK5z","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.25}",0.25,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 12:14:19+00:00,"Patch Tuesday, May 2025 Edition
https://ift.tt/xduVlpb","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.4588}",0.4588,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 12:09:10+00:00,"Kosovar Administrator of Cybercrime Marketplace Extradited to US
https://ift.tt/qWh6lMn","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 11:49:45+00:00,"EU Cybersecurity Agency ENISA Launches European Vulnerability Database
https://ift.tt/K8Vt6Tq","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.4588}",0.4588,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 11:29:40+00:00,"Earth Ammit Breached Drone Supply Chains via ERP in VENOM, TIDRONE Campaigns
https://ift.tt/VWT2ER0","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 11:29:39+00:00,"Learning How to Hack: Why Offensive Security Training Benefits Your Entire Security Team
https://ift.tt/x48kt5o","{'neg': 0.278, 'neu': 0.417, 'pos': 0.306, 'compound': -0.1027}",-0.1027,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 11:29:38+00:00,"Horabot Malware Targets 6 Latin American Nations Using Invoice-Themed Phishing Emails
https://ift.tt/G2PSnO1","{'neg': 0.471, 'neu': 0.529, 'pos': 0.0, 'compound': -0.8402}",-0.8402,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 11:19:28+00:00,"Another day, another phishing campaign abusing google.com open redirects, (Wed, May 14th)
https://ift.tt/kw45xy8","{'neg': 0.389, 'neu': 0.611, 'pos': 0.0, 'compound': -0.7906}",-0.7906,Cyber Threat Intelligence,Initial Config
-1001323386230,2025-05-14 11:14:26+00:00,"Multiple Vulnerabilities in Adobe Products Could Allow for Arbitrary Code Execution
https://ift.tt/yKnzkCB","{'neg': 0.119, 'neu': 0.741, 'pos': 0.141, 'compound': 0.0772}",0.0772,Cyber Threat Intelligence,Initial Config
